start	11	2020	1	3	6
	2305	1308	144.140287	32.671830	1.013568e+05	1.537197e+01	2020	1	3	6
	2290	1328	142.030914	34.546827	1.011023e+05	1.535129e+01	2020	1	3	12
	2315	1321	145.546536	33.890578	1.006060e+05	2.088413e+01	2020	1	3	18
	2333	1326	148.077783	34.359327	1.004302e+05	1.880138e+01	2020	1	4	0
	2358	1326	151.593404	34.359327	1.000705e+05	2.118638e+01	2020	1	4	6
	2383	1331	155.109026	34.828077	9.986840e+04	2.068350e+01	2020	1	4	12
	2403	1340	157.921523	35.671825	9.911493e+04	2.469821e+01	2020	1	4	18
	2421	1345	160.452770	36.140575	9.887012e+04	2.994258e+01	2020	1	5	0
	2443	1348	163.546517	36.421824	9.867293e+04	2.935651e+01	2020	1	5	6
	2471	1349	167.484013	36.515574	9.912933e+04	2.577390e+01	2020	1	5	12
	2509	1359	172.827757	37.453073	9.941148e+04	2.333269e+01	2020	1	5	18
start	22	2020	1	5	18
	2266	847	138.655918	-10.546860	1.004498e+05	1.140364e+01	2020	1	5	18
	2271	840	139.359042	-11.203109	1.005486e+05	1.300970e+01	2020	1	6	0
	2267	841	138.796543	-11.109360	1.001995e+05	1.286805e+01	2020	1	6	6
	2268	841	138.937168	-11.109360	1.002290e+05	1.323362e+01	2020	1	6	12
	2268	847	138.937168	-10.546860	9.991004e+04	1.808469e+01	2020	1	6	18
	2270	845	139.218417	-10.734360	9.977633e+04	1.771319e+01	2020	1	7	0
	2269	843	139.077792	-10.921860	9.923668e+04	2.098122e+01	2020	1	7	6
	2268	840	138.937168	-11.203109	9.900180e+04	2.389557e+01	2020	1	7	12
	2268	836	138.937168	-11.578109	9.841493e+04	2.838955e+01	2020	1	7	18
	2267	833	138.796543	-11.859359	9.795874e+04	3.053841e+01	2020	1	8	0
	2265	829	138.515293	-12.234358	9.732931e+04	3.449213e+01	2020	1	8	6
	2260	823	137.812169	-12.796857	9.660887e+04	3.840155e+01	2020	1	8	12
	2257	820	137.390294	-13.078107	9.566174e+04	4.195099e+01	2020	1	8	18
	2252	816	136.687170	-13.453106	9.576638e+04	4.069794e+01	2020	1	9	0
	2247	813	135.984046	-13.734356	9.617672e+04	3.672495e+01	2020	1	9	6
	2240	804	134.999672	-14.578105	9.765029e+04	3.027585e+01	2020	1	9	12
	2232	796	133.874673	-15.328104	9.855019e+04	1.485474e+01	2020	1	9	18
	2224	791	132.749674	-15.796853	9.939525e+04	1.186851e+01	2020	1	10	0
	2215	785	131.484050	-16.359352	9.955628e+04	9.565414e+00	2020	1	10	6
	2208	781	130.499676	-16.734352	9.985801e+04	9.852008e+00	2020	1	10	12
	2196	771	128.812178	-17.671850	9.993768e+04	1.064207e+01	2020	1	10	18
	2190	763	127.968429	-18.421849	1.001092e+05	1.095862e+01	2020	1	11	0
start	20	2020	1	6	12
	2137	793	120.515312	-15.609353	1.003350e+05	6.880731e+00	2020	1	6	12
	2135	789	120.234062	-15.984353	1.002747e+05	1.142270e+01	2020	1	6	18
	2128	786	119.249688	-16.265602	1.001877e+05	1.414729e+01	2020	1	7	0
	2115	785	117.421565	-16.359352	1.000248e+05	1.242320e+01	2020	1	7	6
	2113	783	117.140315	-16.546852	9.988680e+04	1.311026e+01	2020	1	7	12
	2118	778	117.843440	-17.015601	9.981405e+04	1.405765e+01	2020	1	7	18
	2120	770	118.124689	-17.765600	9.978569e+04	1.329950e+01	2020	1	8	0
	2118	757	117.843440	-18.984349	9.964240e+04	1.589685e+01	2020	1	8	6
	2114	742	117.280940	-20.390597	9.958862e+04	1.208493e+01	2020	1	8	12
	2111	738	116.859066	-20.765596	9.961324e+04	1.218455e+01	2020	1	8	18
	2113	729	117.140315	-21.609345	9.976579e+04	1.118831e+01	2020	1	9	0
	2120	711	118.124689	-23.296843	9.984677e+04	1.334982e+01	2020	1	9	6
	2115	735	117.421565	-21.046846	9.997621e+04	1.031544e+01	2020	1	9	12
	2116	739	117.562190	-20.671846	1.000689e+05	1.021543e+01	2020	1	9	18
	2119	743	117.984064	-20.296847	1.001046e+05	9.683510e+00	2020	1	10	0
	2098	724	115.030943	-22.078094	1.000258e+05	1.106818e+01	2020	1	10	6
	2098	721	115.030943	-22.359344	9.980487e+04	1.695806e+01	2020	1	10	12
	2096	721	114.749693	-22.359344	9.996693e+04	1.223206e+01	2020	1	10	18
	2091	727	114.046569	-21.796845	1.001139e+05	8.911923e+00	2020	1	11	0
	2090	695	113.905944	-24.796841	1.000236e+05	9.181373e+00	2020	1	11	6
start	43	2020	1	8	6
	1655	764	52.734132	-18.328100	1.008060e+05	1.002548e+01	2020	1	8	6
	1655	766	52.734132	-18.140600	1.005536e+05	1.161784e+01	2020	1	8	12
	1652	772	52.312258	-17.578101	1.005803e+05	1.299816e+01	2020	1	8	18
	1655	781	52.734132	-16.734352	1.003520e+05	1.161023e+01	2020	1	9	0
	1660	765	53.437257	-18.234350	1.004655e+05	1.312891e+01	2020	1	9	6
	1651	765	52.171633	-18.234350	1.002196e+05	1.704528e+01	2020	1	9	12
	1655	778	52.734132	-17.015601	1.002694e+05	1.726484e+01	2020	1	9	18
	1663	782	53.859131	-16.640602	1.001156e+05	1.631302e+01	2020	1	10	0
	1659	764	53.296632	-18.328100	1.002106e+05	1.839913e+01	2020	1	10	6
	1657	756	53.015382	-19.078098	9.985322e+04	1.936495e+01	2020	1	10	12
	1658	754	53.156007	-19.265598	9.983136e+04	2.237537e+01	2020	1	10	18
	1660	748	53.437257	-19.828097	9.944795e+04	2.563195e+01	2020	1	11	0
	1659	737	53.296632	-20.859346	9.940799e+04	2.626824e+01	2020	1	11	6
	1659	728	53.296632	-21.703095	9.913618e+04	2.822318e+01	2020	1	11	12
	1657	723	53.015382	-22.171844	9.923017e+04	3.088111e+01	2020	1	11	18
	1656	715	52.874757	-22.921843	9.918068e+04	3.089097e+01	2020	1	12	0
	1657	707	53.015382	-23.671842	9.924236e+04	2.939788e+01	2020	1	12	6
	1652	694	52.312258	-24.890590	9.871992e+04	3.513252e+01	2020	1	12	12
	1652	688	52.312258	-25.453090	9.878834e+04	2.952834e+01	2020	1	12	18
	1650	677	52.031008	-26.484338	9.909244e+04	2.771429e+01	2020	1	13	0
	1645	668	51.327884	-27.328087	9.941031e+04	2.534753e+01	2020	1	13	6
	1640	655	50.624760	-28.546835	9.945995e+04	2.873100e+01	2020	1	13	12
	1639	645	50.484135	-29.484334	9.977050e+04	2.910443e+01	2020	1	13	18
	1634	629	49.781011	-30.984332	9.926364e+04	2.936574e+01	2020	1	14	0
	1638	618	50.343510	-32.015581	9.936036e+04	2.849612e+01	2020	1	14	6
	1645	613	51.327884	-32.484330	9.944086e+04	2.804112e+01	2020	1	14	12
	1659	606	53.296632	-33.140579	9.964530e+04	2.725915e+01	2020	1	14	18
	1670	602	54.843505	-33.515578	9.960912e+04	2.683823e+01	2020	1	15	0
	1682	600	56.531004	-33.703078	9.976094e+04	2.336235e+01	2020	1	15	6
	1696	603	58.499751	-33.421829	9.983712e+04	2.130549e+01	2020	1	15	12
	1709	610	60.327875	-32.765579	1.001229e+05	1.922813e+01	2020	1	15	18
	1721	616	62.015373	-32.203080	1.001942e+05	1.844025e+01	2020	1	16	0
	1732	625	63.562246	-31.359331	1.005431e+05	1.699768e+01	2020	1	16	6
	1739	634	64.546620	-30.515583	1.006284e+05	1.673161e+01	2020	1	16	12
	1741	640	64.827870	-29.953083	1.009235e+05	1.569775e+01	2020	1	16	18
	1737	643	64.265370	-29.671834	1.009108e+05	1.369286e+01	2020	1	17	0
	1733	642	63.702871	-29.765584	1.011155e+05	1.233963e+01	2020	1	17	6
