#TempestGridConnectivityFileV2.0
1,48
4.50000000000000e+01,2.09230742816606e+01,2.75424215408312e-01,4,2,3,18,23
7.07549302069208e+01,4.38026722599272e+01,2.49966595007122e-01,4,1,4,7,24
1.92450697930792e+01,4.38026722599272e+01,2.49966595007122e-01,4,1,4,14,20
4.50000000000000e+01,6.94719439937531e+01,2.47124157172404e-01,4,2,3,8,16
1.35000000000000e+02,2.09230742816606e+01,2.75424215408312e-01,4,6,7,22,27
1.60754930206921e+02,4.38026722599272e+01,2.49966595007122e-01,4,5,8,11,28
1.09245069793079e+02,4.38026722599272e+01,2.49966595007122e-01,4,2,5,8,24
1.35000000000000e+02,6.94719439937531e+01,2.47124157172404e-01,4,4,6,7,12
2.25000000000000e+02,2.09230742816606e+01,2.75424215408312e-01,4,10,11,26,31
2.50754930206921e+02,4.38026722599272e+01,2.49966595007122e-01,4,9,12,15,32
1.99245069793079e+02,4.38026722599272e+01,2.49966595007122e-01,4,6,9,12,28
2.25000000000000e+02,6.94719439937531e+01,2.47124157172404e-01,4,8,10,11,16
3.15000000000000e+02,2.09230742816606e+01,2.75424215408312e-01,4,14,15,19,30
3.40754930206921e+02,4.38026722599272e+01,2.49966595007122e-01,4,3,13,16,20
2.89245069793079e+02,4.38026722599272e+01,2.49966595007122e-01,4,10,13,16,32
3.15000000000000e+02,6.94719439937531e+01,2.47124157172404e-01,4,4,12,14,15
0.00000000000000e+00,-2.09230742816606e+01,2.75424215408313e-01,4,18,19,35,46
2.25000000000000e+01,0.00000000000000e+00,2.72933060911889e-01,4,1,17,20,36
3.37500000000000e+02,0.00000000000000e+00,2.72933060911889e-01,4,13,17,20,48
0.00000000000000e+00,2.09230742816606e+01,2.75424215408312e-01,4,3,14,18,19
9.00000000000000e+01,-2.09230742816606e+01,2.75424215408313e-01,4,22,23,34,39
1.12500000000000e+02,0.00000000000000e+00,2.72933060911889e-01,4,5,21,24,40
6.75000000000000e+01,0.00000000000000e+00,2.72933060911889e-01,4,1,21,24,36
9.00000000000000e+01,2.09230742816606e+01,2.75424215408312e-01,4,2,7,22,23
1.80000000000000e+02,-2.09230742816606e+01,2.75424215408313e-01,4,26,27,38,43
2.02500000000000e+02,0.00000000000000e+00,2.72933060911889e-01,4,9,25,28,44
1.57500000000000e+02,0.00000000000000e+00,2.72933060911889e-01,4,5,25,28,40
1.80000000000000e+02,2.09230742816606e+01,2.75424215408312e-01,4,6,11,26,27
2.70000000000000e+02,-2.09230742816606e+01,2.75424215408313e-01,4,30,31,42,47
2.92500000000000e+02,0.00000000000000e+00,2.72933060911889e-01,4,13,29,32,48
2.47500000000000e+02,0.00000000000000e+00,2.72933060911889e-01,4,9,29,32,44
2.70000000000000e+02,2.09230742816606e+01,2.75424215408312e-01,4,10,15,30,31
4.50000000000000e+01,-6.94719439937531e+01,2.47124157172403e-01,4,34,35,37,45
7.07549302069208e+01,-4.38026722599272e+01,2.49966595007122e-01,4,21,33,36,39
1.92450697930792e+01,-4.38026722599272e+01,2.49966595007122e-01,4,17,33,36,46
4.50000000000000e+01,-2.09230742816606e+01,2.75424215408313e-01,4,18,23,34,35
1.35000000000000e+02,-6.94719439937531e+01,2.47124157172404e-01,4,33,38,39,41
1.60754930206921e+02,-4.38026722599272e+01,2.49966595007122e-01,4,25,37,40,43
1.09245069793079e+02,-4.38026722599272e+01,2.49966595007122e-01,4,21,34,37,40
1.35000000000000e+02,-2.09230742816606e+01,2.75424215408313e-01,4,22,27,38,39
2.25000000000000e+02,-6.94719439937531e+01,2.47124157172404e-01,4,37,42,43,45
2.50754930206921e+02,-4.38026722599272e+01,2.49966595007122e-01,4,29,41,44,47
1.99245069793079e+02,-4.38026722599272e+01,2.49966595007122e-01,4,25,38,41,44
2.25000000000000e+02,-2.09230742816606e+01,2.75424215408313e-01,4,26,31,42,43
3.15000000000000e+02,-6.94719439937531e+01,2.47124157172403e-01,4,33,41,46,47
3.40754930206921e+02,-4.38026722599272e+01,2.49966595007122e-01,4,17,35,45,48
2.89245069793079e+02,-4.38026722599272e+01,2.49966595007122e-01,4,29,42,45,48
3.15000000000000e+02,-2.09230742816606e+01,2.75424215408313e-01,4,19,30,46,47
