track_id, year, month, day, hour, i, j, lon, lat, psl, wind, zg200M, zg200m, zg500M, zg500m, ts, tp
0, 2020, 1, 1, 0, 3408, 1384, 59.625208, -25.101685, 9.690846e+04, 3.214486e+01, 5.724653e+04, 5.503131e+04, 1.074293e+05, 1.062392e+05, 3.004840e+02, nan
0, 2020, 1, 1, 6, 3416, 1343, 60.187709, -27.023569, 9.716558e+04, 2.959983e+01, 5.730062e+04, 5.499404e+04, 1.074247e+05, 1.059908e+05, 2.992280e+02, 4.817635e+01
0, 2020, 1, 1, 12, 3426, 1302, 60.890834, -28.945453, 9.688002e+04, 2.772260e+01, 5.703125e+04, 5.458952e+04, 1.071956e+05, 1.054407e+05, 2.983260e+02, 5.441951e+01
0, 2020, 1, 1, 18, 3436, 1270, 61.593960, -30.445461, 9.697382e+04, 2.804582e+01, 5.715253e+04, 5.455097e+04, 1.071789e+05, 1.051541e+05, 2.967017e+02, 5.076979e+01
0, 2020, 1, 2, 0, 3443, 1229, 62.086148, -32.367345, 9.679949e+04, 2.591446e+01, 5.680932e+04, 5.432587e+04, 1.066715e+05, 1.045515e+05, 2.947620e+02, 4.040264e+01
0, 2020, 1, 2, 6, 3455, 1189, 62.929898, -34.242354, 9.686626e+04, 2.714322e+01, 5.677425e+04, 5.417192e+04, 1.065632e+05, 1.043858e+05, 2.939433e+02, 3.507380e+01
0, 2020, 1, 2, 12, 3480, 1161, 64.687712, -35.554860, 9.653792e+04, 2.835957e+01, 5.663685e+04, 5.371488e+04, 1.062442e+05, 1.042118e+05, 2.919847e+02, 2.168423e+01
0, 2020, 1, 2, 18, 3514, 1130, 67.078340, -37.007992, 9.691941e+04, 2.417165e+01, 5.686846e+04, 5.381422e+04, 1.063174e+05, 1.038491e+05, 2.915334e+02, 1.256032e+01
0, 2020, 1, 3, 0, 3549, 1090, 69.539279, -38.883002, 9.708016e+04, 2.262687e+01, 5.653124e+04, 5.364527e+04, 1.057628e+05, 1.034366e+05, 2.908240e+02, 1.484673e+01
0, 2020, 1, 3, 6, 3587, 1067, 72.211156, -39.961132, 9.733055e+04, 2.229651e+01, 5.650979e+04, 5.366008e+04, 1.056199e+05, 1.031182e+05, 2.899803e+02, 1.094204e+01
0, 2020, 1, 3, 12, 3634, 1051, 75.515847, -40.711135, 9.744249e+04, 2.138614e+01, 5.641519e+04, 5.355787e+04, 1.055490e+05, 1.028353e+05, 2.890784e+02, 1.108885e+01
0, 2020, 1, 3, 18, 3687, 1041, 79.242413, -41.179888, 9.777827e+04, 2.144585e+01, 5.643488e+04, 5.359523e+04, 1.055710e+05, 1.024507e+05, 2.881247e+02, 1.106355e+01
0, 2020, 1, 4, 0, 3748, 1033, 83.531479, -41.554890, 9.798325e+04, 2.122160e+01, 5.620185e+04, 5.349763e+04, 1.052663e+05, 1.017747e+05, 2.880679e+02, 1.060251e+01
0, 2020, 1, 4, 6, 3816, 1025, 88.312733, -41.929891, 9.819684e+04, 2.049073e+01, 5.601281e+04, 5.323005e+04, 1.050381e+05, 1.012052e+05, 2.871143e+02, 1.032462e+01
1, 2020, 1, 1, 0, 162, 1458, -168.609365, -21.632918, 9.820734e+04, 2.976940e+01, 5.717301e+04, 5.600001e+04, 1.076980e+05, 1.057879e+05, 3.002225e+02, nan
1, 2020, 1, 1, 6, 185, 1478, -166.992176, -20.695413, 9.767014e+04, 4.184320e+01, 5.724505e+04, 5.520538e+04, 1.077454e+05, 1.059625e+05, 3.005234e+02, 3.138980e+01
1, 2020, 1, 1, 12, 217, 1473, -164.742174, -20.929789, 9.792591e+04, 2.530711e+01, 5.714396e+04, 5.566206e+04, 1.076421e+05, 1.057985e+05, 3.006341e+02, 2.884751e+01
1, 2020, 1, 1, 18, 243, 1464, -162.914048, -21.351666, 9.839609e+04, 2.430986e+01, 5.725062e+04, 5.596874e+04, 1.076322e+05, 1.057034e+05, 3.003806e+02, 2.664075e+01
1, 2020, 1, 2, 0, 269, 1446, -161.085921, -22.195420, 9.868444e+04, 2.360243e+01, 5.726388e+04, 5.593847e+04, 1.077526e+05, 1.055878e+05, 3.011050e+02, 2.647624e+01
1, 2020, 1, 2, 6, 305, 1428, -158.554669, -23.039175, 9.888613e+04, 2.532156e+01, 5.745821e+04, 5.608629e+04, 1.078192e+05, 1.056666e+05, 2.999264e+02, 2.037111e+01
1, 2020, 1, 2, 12, 346, 1390, -155.671854, -24.820433, 9.870657e+04, 2.823179e+01, 5.738196e+04, 5.599942e+04, 1.076309e+05, 1.054031e+05, 2.995837e+02, 2.880966e+01
1, 2020, 1, 2, 18, 391, 1314, -152.507789, -28.382951, 9.861739e+04, 3.270169e+01, 5.752844e+04, 5.571023e+04, 1.076650e+05, 1.050676e+05, 2.985122e+02, 3.467385e+01
1, 2020, 1, 3, 0, 429, 1258, -149.835911, -31.007963, 9.826027e+04, 3.306339e+01, 5.745997e+04, 5.561035e+04, 1.075954e+05, 1.047529e+05, 2.972209e+02, 2.539680e+01
1, 2020, 1, 3, 6, 482, 1199, -146.109346, -33.773602, 9.888945e+04, 2.570970e+01, 5.756204e+04, 5.546753e+04, 1.076487e+05, 1.045530e+05, 2.955346e+02, 2.156573e+01
1, 2020, 1, 3, 12, 531, 1133, -142.664030, -36.867367, 9.906698e+04, 2.317695e+01, 5.726893e+04, 5.521436e+04, 1.072302e+05, 1.041606e+05, 2.942053e+02, 2.241677e+01
1, 2020, 1, 3, 18, 584, 1081, -138.937464, -39.304879, 9.933501e+04, 2.142453e+01, 5.727290e+04, 5.528043e+04, 1.070225e+05, 1.041644e+05, 2.925273e+02, 1.899729e+01
1, 2020, 1, 4, 0, 630, 1024, -135.703087, -41.976767, 9.933873e+04, 1.929054e+01, 5.705600e+04, 5.514567e+04, 1.066338e+05, 1.040524e+05, 2.903023e+02, 1.968566e+01
1, 2020, 1, 4, 6, 674, 973, -132.609334, -44.367403, 9.950292e+04, 2.026007e+01, 5.702748e+04, 5.509307e+04, 1.064935e+05, 1.039381e+05, 2.884167e+02, 1.429026e+01
2, 2020, 1, 16, 12, 2200, 1243, -25.312366, -31.711092, 1.006365e+05, 2.430038e+01, 5.764651e+04, 5.643554e+04, 1.073983e+05, 1.045006e+05, 2.981197e+02, 1.718024e+01
2, 2020, 1, 16, 18, 2155, 1318, -28.476431, -28.195450, 1.006059e+05, 2.168958e+01, 5.766091e+04, 5.663954e+04, 1.075963e+05, 1.053975e+05, 3.013817e+02, 1.016209e+01
2, 2020, 1, 17, 0, 2156, 1301, -28.406118, -28.992328, 1.009915e+05, 1.115629e+01, 5.775897e+04, 5.669236e+04, 1.077248e+05, 1.053587e+05, 3.003726e+02, 1.357759e+00
2, 2020, 1, 17, 6, 2168, 1280, -27.562368, -29.976708, 1.005710e+05, 1.720729e+01, 5.758438e+04, 5.645573e+04, 1.074891e+05, 1.049791e+05, 2.995737e+02, 6.722700e+00
2, 2020, 1, 17, 12, 2197, 1269, -25.523303, -30.492336, 1.005624e+05, 2.641835e+01, 5.765439e+04, 5.650954e+04, 1.075964e+05, 1.051117e+05, 2.996420e+02, 1.411430e+01
2, 2020, 1, 17, 18, 2233, 1248, -22.992051, -31.476716, 1.003534e+05, 1.984624e+01, 5.756986e+04, 5.623561e+04, 1.075153e+05, 1.048304e+05, 2.995660e+02, 9.855592e+00
2, 2020, 1, 18, 0, 2248, 1240, -21.937363, -31.851717, 1.004734e+05, 2.167593e+01, 5.769471e+04, 5.614208e+04, 1.076657e+05, 1.045127e+05, 2.993520e+02, 6.065765e+00
2, 2020, 1, 18, 6, 2280, 1236, -19.687361, -32.039218, 1.003419e+05, 2.054053e+01, 5.753132e+04, 5.589240e+04, 1.075378e+05, 1.043851e+05, 2.990432e+02, 9.568264e+00
2, 2020, 1, 18, 12, 2352, 1195, -14.624856, -33.961103, 1.006485e+05, 1.974229e+01, 5.759773e+04, 5.550918e+04, 1.075533e+05, 1.037601e+05, 2.984730e+02, 1.383246e+01
2, 2020, 1, 18, 18, 2365, 1204, -13.710793, -33.539226, 1.004534e+05, 2.125706e+01, 5.754673e+04, 5.546939e+04, 1.075766e+05, 1.039180e+05, 2.984956e+02, 1.063265e+01
3, 2020, 1, 16, 12, 3342, 1626, 54.984579, -13.757879, 1.000911e+05, 1.826824e+01, 5.734131e+04, 5.686622e+04, 1.078590e+05, 1.072395e+05, 3.047200e+02, 2.427291e+01
3, 2020, 1, 16, 18, 3351, 1607, 55.617392, -14.648509, 1.003415e+05, 1.743740e+01, 5.757076e+04, 5.709389e+04, 1.081578e+05, 1.074762e+05, 3.047520e+02, 2.162318e+01
3, 2020, 1, 17, 0, 3349, 1596, 55.476767, -15.164136, 1.000305e+05, 1.459610e+01, 5.732544e+04, 5.684579e+04, 1.078751e+05, 1.073310e+05, 3.045524e+02, 3.098076e+01
3, 2020, 1, 17, 6, 3386, 1641, 58.078332, -13.054751, 1.001403e+05, 1.777319e+01, 5.751630e+04, 5.703994e+04, 1.079895e+05, 1.075700e+05, 3.047226e+02, 2.854234e+01
3, 2020, 1, 17, 12, 3380, 1623, 57.656456, -13.898505, 9.987088e+04, 1.647574e+01, 5.733276e+04, 5.687263e+04, 1.078439e+05, 1.072538e+05, 3.049728e+02, 3.765780e+01
3, 2020, 1, 17, 18, 3350, 1592, 55.547080, -15.351637, 1.001610e+05, 1.648286e+01, 5.756215e+04, 5.699387e+04, 1.080751e+05, 1.073768e+05, 3.045268e+02, 3.310217e+01
3, 2020, 1, 18, 0, 3361, 1618, 56.320518, -14.132881, 9.974773e+04, 2.294674e+01, 5.728618e+04, 5.666232e+04, 1.079037e+05, 1.071283e+05, 3.043728e+02, 4.313018e+01
3, 2020, 1, 18, 6, 3351, 1598, 55.617392, -15.070386, 9.982966e+04, 2.134297e+01, 5.754460e+04, 5.694452e+04, 1.081045e+05, 1.074418e+05, 3.041688e+02, 2.549672e+01
3, 2020, 1, 18, 12, 3339, 1565, 54.773641, -16.617268, 9.956273e+04, 1.896960e+01, 5.746549e+04, 5.668871e+04, 1.081128e+05, 1.073895e+05, 3.039776e+02, 2.636798e+01
3, 2020, 1, 18, 18, 3307, 1547, 52.523639, -17.461022, 9.889505e+04, 3.021648e+01, 5.765867e+04, 5.660589e+04, 1.083652e+05, 1.074110e+05, 3.038996e+02, 2.443786e+01
3, 2020, 1, 19, 0, 3303, 1557, 52.242389, -16.992270, 9.931697e+04, 2.479816e+01, 5.746142e+04, 5.643217e+04, 1.079613e+05, 1.070474e+05, 3.037368e+02, 3.432840e+01
3, 2020, 1, 19, 6, 3309, 1526, 52.664265, -18.445402, 9.955125e+04, 2.080728e+01, 5.765660e+04, 5.665747e+04, 1.081698e+05, 1.073720e+05, 3.033190e+02, 2.709265e+01
3, 2020, 1, 19, 12, 3293, 1517, 51.539264, -18.867279, 9.919858e+04, 2.219320e+01, 5.756055e+04, 5.668455e+04, 1.080698e+05, 1.075878e+05, 3.031188e+02, 2.404436e+01
3, 2020, 1, 19, 18, 3278, 1506, 50.484575, -19.382907, 9.941748e+04, 2.412599e+01, 5.776779e+04, 5.681498e+04, 1.083012e+05, 1.077566e+05, 3.030211e+02, 3.028834e+01
3, 2020, 1, 20, 0, 3264, 1506, 49.500199, -19.382907, 9.859655e+04, 2.368113e+01, 5.764790e+04, 5.658268e+04, 1.080916e+05, 1.074893e+05, 3.031857e+02, 3.479290e+01
3, 2020, 1, 20, 6, 3254, 1507, 48.797074, -19.336032, 9.938166e+04, 1.803131e+01, 5.763389e+04, 5.686998e+04, 1.081924e+05, 1.076046e+05, 3.029626e+02, 2.854636e+01
3, 2020, 1, 20, 12, 3253, 1509, 48.726761, -19.242281, 9.969645e+04, 1.705066e+01, 5.745607e+04, 5.687698e+04, 1.080763e+05, 1.073835e+05, 3.053159e+02, 3.990440e+01
3, 2020, 1, 20, 18, 3246, 1506, 48.234573, -19.382907, 1.002168e+05, 1.748960e+01, 5.755992e+04, 5.702087e+04, 1.082360e+05, 1.077458e+05, 3.030395e+02, 3.811317e+01
3, 2020, 1, 21, 0, 3191, 1494, 44.367382, -19.945409, 9.976174e+04, 1.659729e+01, 5.741711e+04, 5.684365e+04, 1.079569e+05, 1.074591e+05, 3.052958e+02, 3.458987e+01
3, 2020, 1, 21, 6, 3190, 1507, 44.297070, -19.336032, 9.987272e+04, 1.606851e+01, 5.746052e+04, 5.698513e+04, 1.080870e+05, 1.075914e+05, 3.051754e+02, 3.958979e+01
3, 2020, 1, 21, 12, 3195, 1488, 44.648633, -20.226661, 9.963818e+04, 1.823059e+01, 5.744474e+04, 5.671148e+04, 1.079342e+05, 1.074215e+05, 3.085743e+02, 4.678410e+01
3, 2020, 1, 21, 18, 3175, 1485, 43.242381, -20.367287, 9.938218e+04, 2.428783e+01, 5.744710e+04, 5.672850e+04, 1.080635e+05, 1.074797e+05, 3.052540e+02, 2.717902e+01
3, 2020, 1, 22, 0, 3162, 1508, 42.328318, -19.289156, 9.930436e+04, 2.599590e+01, 5.723818e+04, 5.642657e+04, 1.079982e+05, 1.071967e+05, 3.048654e+02, 2.763157e+01
3, 2020, 1, 22, 6, 3167, 1478, 42.679881, -20.695413, 9.911323e+04, 2.548368e+01, 5.741311e+04, 5.649897e+04, 1.081197e+05, 1.073201e+05, 3.050403e+02, 4.042379e+01
3, 2020, 1, 22, 12, 3165, 1484, 42.539256, -20.414162, 9.872970e+04, 2.510357e+01, 5.720581e+04, 5.620609e+04, 1.078100e+05, 1.071702e+05, 3.053254e+02, 4.418921e+01
3, 2020, 1, 22, 18, 3165, 1471, 42.539256, -21.023540, 9.880242e+04, 2.250063e+01, 5.732638e+04, 5.647370e+04, 1.078580e+05, 1.073909e+05, 3.048305e+02, 2.494342e+01
3, 2020, 1, 23, 0, 3163, 1470, 42.398631, -21.070415, 9.830382e+04, 2.754023e+01, 5.708415e+04, 5.611007e+04, 1.078614e+05, 1.071478e+05, 3.048174e+02, 2.876158e+01
3, 2020, 1, 23, 6, 3163, 1459, 42.398631, -21.586042, 9.788595e+04, 2.973779e+01, 5.720523e+04, 5.587420e+04, 1.078420e+05, 1.071401e+05, 3.047538e+02, 4.473969e+01
3, 2020, 1, 23, 12, 3166, 1439, 42.609568, -22.523547, 9.756559e+04, 2.949844e+01, 5.703117e+04, 5.558196e+04, 1.075963e+05, 1.069187e+05, 3.105885e+02, 3.678932e+01
3, 2020, 1, 23, 18, 3164, 1419, 42.468943, -23.461052, 9.697259e+04, 3.687391e+01, 5.714410e+04, 5.532835e+04, 1.077659e+05, 1.067961e+05, 3.041894e+02, 2.842351e+01
3, 2020, 1, 24, 0, 3159, 1404, 42.117380, -24.164180, 9.624805e+04, 3.780071e+01, 5.688991e+04, 5.488193e+04, 1.075477e+05, 1.065027e+05, 3.039430e+02, 2.669997e+01
3, 2020, 1, 24, 6, 3152, 1398, 41.625192, -24.445431, 9.642432e+04, 3.742165e+01, 5.697147e+04, 5.496286e+04, 1.078466e+05, 1.068018e+05, 3.035729e+02, 2.937838e+01
3, 2020, 1, 24, 12, 3152, 1401, 41.625192, -24.304806, 9.633344e+04, 4.065404e+01, 5.694341e+04, 5.480075e+04, 1.076401e+05, 1.066267e+05, 3.061996e+02, 2.918239e+01
3, 2020, 1, 24, 18, 3155, 1418, 41.836130, -23.507927, 9.651556e+04, 3.420815e+01, 5.716014e+04, 5.481826e+04, 1.078736e+05, 1.065573e+05, 3.039680e+02, 2.412746e+01
3, 2020, 1, 25, 0, 3166, 1426, 42.609568, -23.132925, 9.550262e+04, 4.669292e+01, 5.707004e+04, 5.441623e+04, 1.077472e+05, 1.063904e+05, 3.041399e+02, 2.589840e+01
3, 2020, 1, 25, 6, 3183, 1425, 43.804882, -23.179800, 9.578600e+04, 3.238120e+01, 5.733993e+04, 5.483995e+04, 1.081006e+05, 1.067958e+05, 3.040432e+02, 2.027232e+01
3, 2020, 1, 25, 12, 3207, 1408, 45.492383, -23.976679, 9.814509e+04, 2.075758e+01, 5.728322e+04, 5.566451e+04, 1.079893e+05, 1.067492e+05, 3.042458e+02, 1.631863e+01
3, 2020, 1, 25, 18, 3232, 1409, 47.250197, -23.929804, 9.924882e+04, 1.726943e+01, 5.747025e+04, 5.662000e+04, 1.081021e+05, 1.069291e+05, 3.023835e+02, 1.750656e+01
3, 2020, 1, 26, 0, 3247, 1402, 48.304886, -24.257930, 9.931145e+04, 1.771614e+01, 5.735741e+04, 5.662659e+04, 1.079341e+05, 1.068041e+05, 3.020376e+02, 1.484634e+01
3, 2020, 1, 26, 6, 3265, 1400, 49.570512, -24.351681, 9.963589e+04, 1.985627e+01, 5.750333e+04, 5.691341e+04, 1.081760e+05, 1.070342e+05, 3.019858e+02, 8.610846e+00
3, 2020, 1, 26, 12, 3319, 1352, 53.367390, -26.601692, 9.912195e+04, 3.383994e+01, 5.746421e+04, 5.665830e+04, 1.081481e+05, 1.068339e+05, 3.019234e+02, 1.241474e+01
3, 2020, 1, 26, 18, 3280, 1407, 50.625200, -24.023554, 1.000069e+05, 1.577080e+01, 5.766413e+04, 5.723549e+04, 1.081943e+05, 1.075486e+05, 3.025310e+02, 1.216237e+01
3, 2020, 1, 27, 0, 3269, 1412, 49.851762, -23.789178, 9.993165e+04, 1.896390e+01, 5.748282e+04, 5.712496e+04, 1.081621e+05, 1.075584e+05, 3.022516e+02, 1.114043e+01
3, 2020, 1, 27, 6, 3265, 1402, 49.570512, -24.257930, 9.991778e+04, 2.264671e+01, 5.770207e+04, 5.724803e+04, 1.083377e+05, 1.076742e+05, 3.021005e+02, 7.567831e+00
3, 2020, 1, 27, 12, 3263, 1419, 49.429887, -23.461052, 9.989369e+04, 2.147596e+01, 5.762059e+04, 5.718236e+04, 1.082943e+05, 1.076376e+05, 3.030675e+02, 1.281130e+01
3, 2020, 1, 27, 18, 3249, 1428, 48.445511, -23.039175, 1.002380e+05, 1.520838e+01, 5.772565e+04, 5.725857e+04, 1.083935e+05, 1.078619e+05, 3.026337e+02, 2.262230e+01
4, 2020, 1, 17, 0, 3171, 1527, 42.961131, -18.398527, 9.982723e+04, 1.508866e+01, 5.731570e+04, 5.678468e+04, 1.078923e+05, 1.072162e+05, 3.052098e+02, 2.124167e+01
4, 2020, 1, 17, 6, 3169, 1537, 42.820506, -17.929775, 9.964895e+04, 2.011693e+01, 5.734782e+04, 5.674304e+04, 1.079675e+05, 1.073681e+05, 3.051046e+02, 2.493389e+01
4, 2020, 1, 17, 12, 3172, 1541, 43.031444, -17.742274, 9.943318e+04, 1.720683e+01, 5.719381e+04, 5.659307e+04, 1.077816e+05, 1.071211e+05, 3.076571e+02, 3.068385e+01
4, 2020, 1, 17, 18, 3183, 1531, 43.804882, -18.211026, 9.976791e+04, 1.350965e+01, 5.744355e+04, 5.686424e+04, 1.079662e+05, 1.075200e+05, 3.056589e+02, 1.971613e+01
4, 2020, 1, 18, 0, 3175, 1539, 43.242381, -17.836024, 9.946577e+04, 1.704189e+01, 5.721077e+04, 5.668418e+04, 1.078145e+05, 1.073269e+05, 3.054174e+02, 2.179854e+01
4, 2020, 1, 18, 6, 3129, 1503, 40.008004, -19.523532, 9.961243e+04, 2.070860e+01, 5.735524e+04, 5.677907e+04, 1.079034e+05, 1.074554e+05, 3.043292e+02, 2.298550e+01
4, 2020, 1, 18, 12, 3141, 1506, 40.851754, -19.382907, 9.944246e+04, 1.723601e+01, 5.727887e+04, 5.666700e+04, 1.078590e+05, 1.073757e+05, 3.043903e+02, 1.643456e+01
4, 2020, 1, 18, 18, 3118, 1508, 39.234565, -19.289156, 9.952030e+04, 1.661539e+01, 5.739188e+04, 5.684631e+04, 1.079573e+05, 1.075780e+05, 3.042044e+02, 1.064828e+01
4, 2020, 1, 19, 0, 3097, 1527, 37.758002, -18.398527, 9.914730e+04, 1.823346e+01, 5.725592e+04, 5.660121e+04, 1.079295e+05, 1.075038e+05, 3.040541e+02, 2.040432e+01
4, 2020, 1, 19, 6, 3085, 1534, 36.914251, -18.070400, 9.936243e+04, 1.699043e+01, 5.739407e+04, 5.675277e+04, 1.080914e+05, 1.075312e+05, 3.040457e+02, 2.149955e+01
4, 2020, 1, 19, 12, 3087, 1521, 37.054876, -18.679778, 9.924364e+04, 1.738151e+01, 5.736379e+04, 5.659427e+04, 1.079684e+05, 1.074265e+05, 3.068481e+02, 2.990615e+01
4, 2020, 1, 19, 18, 3071, 1533, 35.929875, -18.117276, 9.948652e+04, 1.679597e+01, 5.753087e+04, 5.677143e+04, 1.081040e+05, 1.075636e+05, 3.046298e+02, 3.469835e+01
4, 2020, 1, 20, 0, 3061, 1540, 35.226749, -17.789149, 9.934603e+04, 1.939321e+01, 5.739551e+04, 5.664073e+04, 1.080870e+05, 1.075402e+05, 3.038840e+02, 2.602496e+01
4, 2020, 1, 20, 6, 3056, 1546, 34.875187, -17.507898, 9.991725e+04, 1.169119e+01, 5.751916e+04, 5.688561e+04, 1.081065e+05, 1.076827e+05, 3.038484e+02, 1.737089e+01
4, 2020, 1, 20, 12, 3052, 1544, 34.593936, -17.601648, 9.981003e+04, 1.176054e+01, 5.747151e+04, 5.691471e+04, 1.081210e+05, 1.076318e+05, 3.120210e+02, 2.585154e+01
4, 2020, 1, 20, 18, 3044, 1560, 34.031436, -16.851644, 1.000548e+05, 1.094165e+01, 5.753561e+04, 5.700214e+04, 1.081976e+05, 1.077704e+05, 3.070782e+02, 2.091073e+01
4, 2020, 1, 21, 0, 3031, 1553, 33.117373, -17.179771, 9.996573e+04, 1.055124e+01, 5.742846e+04, 5.685739e+04, 1.079984e+05, 1.075633e+05, 3.034658e+02, 1.844086e+01
5, 2020, 1, 21, 18, 4727, 1564, 152.367476, -16.664144, 9.939816e+04, 2.349263e+01, 5.727029e+04, 5.638317e+04, 1.079986e+05, 1.073475e+05, 3.037768e+02, 2.699828e+01
5, 2020, 1, 22, 0, 4668, 1588, 148.219035, -15.539138, 9.982685e+04, 1.966280e+01, 5.748790e+04, 5.701687e+04, 1.081647e+05, 1.077046e+05, 3.035979e+02, 2.138302e+01
5, 2020, 1, 22, 6, 4708, 1570, 151.031537, -16.382892, 9.966321e+04, 1.575487e+01, 5.726524e+04, 5.674941e+04, 1.080107e+05, 1.073705e+05, 3.037272e+02, 1.635528e+01
5, 2020, 1, 22, 12, 4705, 1587, 150.820600, -15.586013, 9.993869e+04, 1.380435e+01, 5.751403e+04, 5.702493e+04, 1.082004e+05, 1.076358e+05, 3.035617e+02, 1.183636e+01
5, 2020, 1, 22, 18, 4728, 1573, 152.437789, -16.242266, 9.955897e+04, 1.611631e+01, 5.729797e+04, 5.671255e+04, 1.079981e+05, 1.073330e+05, 3.034158e+02, 2.427510e+01
5, 2020, 1, 23, 0, 4746, 1556, 153.703415, -17.039145, 9.989062e+04, 1.806768e+01, 5.752562e+04, 5.707841e+04, 1.082437e+05, 1.074201e+05, 3.030578e+02, 1.055020e+01
5, 2020, 1, 23, 6, 4801, 1548, 157.570606, -17.414147, 9.975841e+04, 2.054477e+01, 5.744399e+04, 5.690688e+04, 1.081155e+05, 1.073814e+05, 3.030150e+02, 1.942808e+01
5, 2020, 1, 23, 12, 4830, 1499, 159.609670, -19.711033, 9.992873e+04, 2.262795e+01, 5.763209e+04, 5.704270e+04, 1.083572e+05, 1.073080e+05, 3.028028e+02, 2.421554e+01
5, 2020, 1, 23, 18, 4835, 1465, 159.961233, -21.304791, 9.970794e+04, 2.053642e+01, 5.733290e+04, 5.677893e+04, 1.080631e+05, 1.067873e+05, 3.021989e+02, 2.524576e+01
5, 2020, 1, 24, 0, 4866, 1438, 162.140922, -22.570422, 1.000302e+05, 1.913767e+01, 5.752409e+04, 5.691248e+04, 1.082536e+05, 1.068331e+05, 3.018228e+02, 1.685684e+01
5, 2020, 1, 24, 6, 4875, 1445, 162.773735, -22.242296, 9.977017e+04, 2.067555e+01, 5.745329e+04, 5.679133e+04, 1.081619e+05, 1.070709e+05, 3.018826e+02, 1.988593e+01
5, 2020, 1, 24, 12, 4885, 1428, 163.476861, -23.039175, 9.996919e+04, 2.098891e+01, 5.762291e+04, 5.693009e+04, 1.082198e+05, 1.070980e+05, 3.017787e+02, 2.056604e+01
5, 2020, 1, 24, 18, 4902, 1415, 164.672174, -23.648552, 9.994470e+04, 2.001916e+01, 5.745089e+04, 5.680064e+04, 1.079913e+05, 1.067241e+05, 3.016649e+02, 1.304352e+01
6, 2020, 1, 23, 12, 4222, 1604, 116.859633, -14.789134, 9.984331e+04, 1.571174e+01, 5.745927e+04, 5.696709e+04, 1.081301e+05, 1.076052e+05, 3.045974e+02, 1.280317e+01
6, 2020, 1, 23, 18, 4214, 1625, 116.297132, -13.804755, 9.969577e+04, 1.742905e+01, 5.738707e+04, 5.676109e+04, 1.079362e+05, 1.074457e+05, 3.041542e+02, 1.308879e+01
6, 2020, 1, 24, 0, 4229, 1635, 117.351821, -13.336002, 9.967845e+04, 1.843958e+01, 5.747715e+04, 5.678866e+04, 1.081002e+05, 1.074120e+05, 3.040142e+02, 2.191903e+01
6, 2020, 1, 24, 6, 4200, 1601, 115.312756, -14.929760, 9.954445e+04, 1.698801e+01, 5.731542e+04, 5.669364e+04, 1.078815e+05, 1.071453e+05, 3.046283e+02, 1.535487e+01
6, 2020, 1, 24, 12, 4215, 1589, 116.367445, -15.492263, 9.959595e+04, 1.496109e+01, 5.739476e+04, 5.683634e+04, 1.080420e+05, 1.075860e+05, 3.048242e+02, 1.478816e+01
6, 2020, 1, 24, 18, 4259, 1531, 119.461197, -18.211026, 9.940370e+04, 2.677810e+01, 5.728503e+04, 5.651992e+04, 1.079078e+05, 1.069894e+05, 3.055331e+02, 3.175437e+01
6, 2020, 1, 25, 0, 4231, 1523, 117.492446, -18.586028, 9.917690e+04, 2.504119e+01, 5.737495e+04, 5.663164e+04, 1.080760e+05, 1.074919e+05, 3.057382e+02, 3.133312e+01
6, 2020, 1, 25, 6, 4218, 1543, 116.578382, -17.648523, 9.919832e+04, 2.124851e+01, 5.723294e+04, 5.662913e+04, 1.078979e+05, 1.074286e+05, 3.045920e+02, 2.204966e+01
6, 2020, 1, 25, 12, 4223, 1557, 116.929945, -16.992270, 9.929815e+04, 1.829872e+01, 5.735414e+04, 5.674759e+04, 1.082350e+05, 1.074503e+05, 3.044800e+02, 2.027114e+01
6, 2020, 1, 25, 18, 4224, 1549, 117.000258, -17.367272, 9.921922e+04, 1.764544e+01, 5.727462e+04, 5.646538e+04, 1.079886e+05, 1.074233e+05, 3.042733e+02, 2.731583e+01
6, 2020, 1, 26, 0, 4191, 1563, 114.679943, -16.711019, 9.933116e+04, 2.170883e+01, 5.731868e+04, 5.669909e+04, 1.080135e+05, 1.073535e+05, 3.040926e+02, 2.249941e+01
6, 2020, 1, 26, 6, 4230, 1520, 117.422133, -18.726654, 9.892016e+04, 2.180139e+01, 5.731914e+04, 5.649169e+04, 1.080879e+05, 1.074396e+05, 3.052086e+02, 3.267981e+01
6, 2020, 1, 26, 12, 4223, 1489, 116.929945, -20.179786, 9.889269e+04, 3.014703e+01, 5.748127e+04, 5.650660e+04, 1.081562e+05, 1.073990e+05, 3.093123e+02, 2.737267e+01
6, 2020, 1, 26, 18, 4218, 1473, 116.578382, -20.929789, 9.884461e+04, 2.365592e+01, 5.735726e+04, 5.632482e+04, 1.080587e+05, 1.073431e+05, 3.053523e+02, 3.046969e+01
6, 2020, 1, 27, 0, 4194, 1464, 114.890881, -21.351666, 9.881487e+04, 2.139527e+01, 5.736256e+04, 5.640486e+04, 1.081568e+05, 1.072518e+05, 3.048605e+02, 2.721164e+01
6, 2020, 1, 27, 6, 4178, 1448, 113.765880, -22.101670, 9.890816e+04, 1.678534e+01, 5.736816e+04, 5.655474e+04, 1.081342e+05, 1.072972e+05, 3.095924e+02, 1.779348e+01
