start	31	2019	8	1	0
	135822	231.855469	14.169580	9.978338e+04	0.000000e+00	0.000000e+00	0.000000e+00	2019	8	1	0
	135849	231.152344	14.477572	9.979599e+04	2.427442e+01	0.000000e+00	2.378232e-07	2019	8	1	3
	134485	230.449219	14.477572	9.973290e+04	2.428277e+01	0.000000e+00	3.856378e-07	2019	8	1	6
	134492	229.921875	14.631727	9.933943e+04	2.599189e+01	0.000000e+00	4.086726e-07	2019	8	1	9
	134515	229.218750	14.940364	9.928101e+04	2.585989e+01	0.000000e+00	4.555423e-07	2019	8	1	12
	134511	228.515625	14.940364	9.940741e+04	2.528374e+01	0.000000e+00	4.473618e-07	2019	8	1	15
	134595	227.812500	14.940364	9.943734e+04	2.513585e+01	0.000000e+00	3.263479e-07	2019	8	1	18
	134581	226.933594	15.094849	9.940152e+04	2.599319e+01	0.000000e+00	2.749242e-07	2019	8	1	21
	134590	226.230469	15.404157	9.925316e+04	2.843802e+01	0.000000e+00	2.591604e-07	2019	8	2	0
	134930	225.527344	15.404157	9.941105e+04	2.736182e+01	0.000000e+00	3.173005e-07	2019	8	2	3
	134950	224.472656	15.713926	9.965345e+04	2.597384e+01	0.000000e+00	2.997896e-07	2019	8	2	6
	135040	223.593750	15.868986	9.975970e+04	2.522828e+01	0.000000e+00	2.793318e-07	2019	8	2	9
	134877	223.066406	16.024166	9.965878e+04	2.575175e+01	0.000000e+00	2.804925e-07	2019	8	2	12
	134905	222.011719	16.334890	9.974920e+04	2.500430e+01	0.000000e+00	2.827678e-07	2019	8	2	15
	140359	221.132812	16.490437	9.996745e+04	2.434281e+01	0.000000e+00	2.216693e-07	2019	8	2	18
	140366	220.605469	16.646109	1.001192e+05	2.399708e+01	0.000000e+00	2.286622e-07	2019	8	2	21
	140394	219.550781	16.957833	9.999672e+04	2.287509e+01	0.000000e+00	1.779338e-07	2019	8	3	0
	140439	219.023438	17.113889	1.000619e+05	2.229337e+01	0.000000e+00	2.229862e-07	2019	8	3	3
	140465	218.144531	17.270076	1.002920e+05	2.040763e+01	0.000000e+00	2.077842e-07	2019	8	3	6
	140463	217.265625	17.426395	1.003419e+05	2.082985e+01	0.000000e+00	1.688996e-07	2019	8	3	9
	140806	216.738281	17.582849	1.002973e+05	2.133307e+01	0.000000e+00	2.035431e-07	2019	8	3	12
	140241	214.628906	17.896163	1.004492e+05	2.040339e+01	0.000000e+00	1.800989e-07	2019	8	3	21
	141636	212.695312	18.681902	1.006087e+05	1.920526e+01	0.000000e+00	1.420603e-07	2019	8	4	6
	141628	210.937500	18.997211	1.006715e+05	1.691385e+01	0.000000e+00	1.278735e-07	2019	8	4	15
	142020	205.664062	19.946783	1.007735e+05	1.707243e+01	0.000000e+00	1.577966e-07	2019	8	5	12
	142054	204.785156	20.742467	1.007941e+05	1.517343e+01	1.368298e-28	2.269800e-07	2019	8	5	15
	164138	204.082031	23.318056	1.010116e+05	1.505010e+01	0.000000e+00	2.711963e-07	2019	8	6	12
	164852	202.851563	29.142352	1.010822e+05	1.813672e+01	0.000000e+00	1.831467e-07	2019	8	7	3
	166228	202.148438	29.827991	1.011117e+05	1.709148e+01	0.000000e+00	1.725750e-07	2019	8	7	6
	166923	202.148438	30.865394	1.011871e+05	1.421904e+01	0.000000e+00	1.556209e-07	2019	8	7	12
	166947	201.796875	31.213683	1.012235e+05	1.509546e+01	0.000000e+00	1.829866e-07	2019	8	7	18
start	27	2019	8	1	0
	139976	210.585938	14.940364	9.984543e+04	0.000000e+00	0.000000e+00	0.000000e+00	2019	8	1	0
	139958	209.707031	15.094849	9.984191e+04	2.492736e+01	0.000000e+00	1.841596e-07	2019	8	1	3
	139961	209.355469	15.094849	1.000217e+05	2.374140e+01	0.000000e+00	3.052891e-07	2019	8	1	6
	141330	208.652344	15.404157	1.000642e+05	2.257071e+01	0.000000e+00	2.569377e-07	2019	8	1	9
	141326	207.949219	15.404157	1.000259e+05	2.231648e+01	0.000000e+00	1.851698e-07	2019	8	1	12
	141347	207.421875	15.558983	1.000764e+05	2.029149e+01	0.000000e+00	1.929201e-07	2019	8	1	15
	425428	206.367188	15.558983	1.002443e+05	1.982954e+01	0.000000e+00	2.040061e-07	2019	8	1	18
	425427	206.015625	15.558983	1.002889e+05	2.073174e+01	0.000000e+00	2.417936e-07	2019	8	1	21
	425447	204.960938	15.868986	1.002317e+05	2.081393e+01	0.000000e+00	1.758231e-07	2019	8	2	0
	425798	204.082031	16.334890	1.001044e+05	2.168532e+01	0.000000e+00	1.580879e-07	2019	8	2	3
	425779	202.500000	16.179467	1.004061e+05	1.992005e+01	0.000000e+00	1.673302e-07	2019	8	2	9
