,track_id, year, month, day, hour, i, j, lon, lat, slp, zs, wind10
146447,5952,2020,1,1,0,764,442,191.0,-20.5,99108.06,-77.67049,18.04455
146448,5952,2020,1,1,6,772,445,193.0,-21.25,98873.19,-98.0524,17.65506
146449,5952,2020,1,1,12,781,446,195.25,-21.5,98961.88,-89.53935,17.39558
146450,5952,2020,1,1,18,790,446,197.5,-21.5,99127.62,-75.88129,17.90696
146451,5952,2020,1,2,0,801,452,200.25,-23.0,99502.88,-43.10819,18.33383
146452,5952,2020,1,2,6,812,461,203.0,-25.25,99580.44,-36.42864,18.1836
146453,5952,2020,1,2,12,824,472,206.0,-28.0,99388.69,-52.79746,19.57582
146472,5953,2020,1,1,0,238,460,59.5,-25.0,98412.06,-138.9855,22.75568
146473,5953,2020,1,1,6,241,467,60.25,-26.75,98382.44,-140.7002,23.124
146474,5953,2020,1,1,12,245,476,61.25,-29.0,97996.88,-173.9175,23.38469
146475,5953,2020,1,1,18,247,483,61.75,-30.75,97863.38,-185.0556,22.6965
146476,5953,2020,1,2,0,251,491,62.75,-32.75,97481.62,-218.3885,23.75656
146477,5953,2020,1,2,6,256,498,64.0,-34.5,97416.94,-223.4699,23.70999
146478,5953,2020,1,2,12,263,504,65.75,-36.0,97171.94,-245.8658,24.48299
146479,5953,2020,1,2,18,272,510,68.0,-37.5,97511.69,-213.4537,24.51952
146480,5953,2020,1,3,0,283,516,70.75,-39.0,97909.94,-180.2326,22.74084
146481,5953,2020,1,3,6,297,521,74.25,-40.25,98259.31,-149.511,21.74826
146482,5953,2020,1,3,12,312,523,78.0,-40.75,98354.38,-141.058,20.79378
146483,5953,2020,1,3,18,330,525,82.5,-41.25,98568.31,-121.9134,20.27034
146484,5954,2020,1,4,18,485,423,121.25,-15.75,99951.31,-4.29787,12.72448
146485,5954,2020,1,5,0,484,421,121.0,-15.25,100100.8,8.915164,14.07263
146486,5954,2020,1,5,6,486,422,121.5,-15.5,99743.94,-22.23765,17.60749
146487,5954,2020,1,5,12,485,419,121.25,-14.75,99797.25,-17.43789,16.21073
146488,5954,2020,1,5,18,487,421,121.75,-15.25,99424.94,-49.83365,17.25855
146489,5954,2020,1,6,0,490,423,122.5,-15.75,99528.0,-40.93081,17.98278
146490,5954,2020,1,6,6,489,427,122.25,-16.75,99344.19,-57.35371,15.9648
146491,5954,2020,1,6,12,488,428,122.0,-17.0,99201.0,-69.04777,18.60405
146492,5954,2020,1,6,18,488,432,122.0,-18.0,98964.25,-90.57243,19.76783
146493,5954,2020,1,7,0,485,434,121.25,-18.5,99008.44,-86.8163,18.24106
146494,5954,2020,1,7,6,484,435,121.0,-18.75,98889.94,-97.20032,17.01879
146495,5954,2020,1,7,12,483,437,120.75,-19.25,99109.56,-76.98299,18.17479
146496,5954,2020,1,7,18,481,438,120.25,-19.5,98913.62,-95.72343,15.53223
146497,5954,2020,1,8,0,480,439,120.0,-19.75,99128.0,-76.672,15.008
146498,5954,2020,1,8,6,479,443,119.75,-20.75,98999.44,-87.75603,14.46926
146499,5954,2020,1,8,12,478,445,119.5,-21.25,99170.88,-72.46153,11.34007
146500,5954,2020,1,8,18,479,449,119.75,-22.25,99200.5,-69.88484,12.08062
146501,5954,2020,1,9,0,479,452,119.75,-23.0,99449.19,-48.51069,12.66689
146502,5954,2020,1,9,6,481,455,120.25,-23.75,99445.12,-47.56907,11.89802
146503,5954,2020,1,9,12,483,457,120.75,-24.25,99793.12,-19.06751,10.78281
146504,5954,2020,1,9,18,486,459,121.5,-24.75,99792.56,-17.99973,13.15633
146505,5955,2020,1,10,18,518,413,129.5,-13.25,99887.12,-11.62517,14.3466
146506,5955,2020,1,11,0,514,413,128.5,-13.25,100007.1,0.2082537,16.54454
146507,5955,2020,1,11,6,509,413,127.25,-13.25,99545.25,-43.13798,15.32907
146508,5955,2020,1,11,12,506,414,126.5,-13.5,99949.06,-5.596967,13.45814
146509,5955,2020,1,11,18,499,416,124.75,-14.0,99519.25,-43.36328,16.20818
146510,5955,2020,1,12,0,494,416,123.5,-14.0,99448.38,-49.96217,19.66708
146511,5955,2020,1,12,6,490,419,122.5,-14.75,99001.0,-88.47357,19.33403
146512,5955,2020,1,12,12,484,422,121.0,-15.5,98977.5,-92.08596,21.95623
146513,5955,2020,1,12,18,475,423,118.75,-15.75,98340.12,-150.8171,21.90415
146514,5955,2020,1,13,0,470,425,117.5,-16.25,98365.12,-146.306,24.41665
146515,5955,2020,1,13,6,463,428,115.75,-17.0,97932.44,-181.2018,23.36202
146516,5955,2020,1,13,12,456,431,114.0,-17.75,98197.12,-166.6643,24.60947
146517,5955,2020,1,13,18,449,432,112.25,-18.0,97805.75,-197.3711,25.08132
146518,5955,2020,1,14,0,444,432,111.0,-18.0,98283.19,-156.2707,23.13399
146519,5955,2020,1,14,6,439,433,109.75,-18.25,98527.19,-131.5745,21.37083
146520,5955,2020,1,14,12,436,434,109.0,-18.5,98745.5,-111.5965,21.07047
146521,5955,2020,1,14,18,433,435,108.25,-18.75,98889.25,-96.98888,19.90609
146522,5955,2020,1,15,0,429,437,107.25,-19.25,99264.5,-64.29783,19.10078
146523,5955,2020,1,15,6,425,441,106.25,-20.25,99402.31,-53.07896,17.48057
146524,5955,2020,1,15,12,423,443,105.75,-20.75,99552.38,-38.93921,15.56747
146525,5955,2020,1,15,18,420,446,105.0,-21.5,99773.12,-19.73799,15.09563
146526,5955,2020,1,16,0,417,448,104.25,-22.0,100032.5,2.572411,16.21817
146527,5955,2020,1,16,6,415,451,103.75,-22.75,100088.9,7.717705,13.65185
146528,5955,2020,1,16,12,414,453,103.5,-23.25,100204.1,17.92243,15.20934
146529,5955,2020,1,16,18,412,454,103.0,-23.5,100260.4,22.59184,15.33544
146530,5955,2020,1,17,0,411,455,102.75,-23.75,100407.9,35.44023,16.19495
146531,5955,2020,1,17,6,410,456,102.5,-24.0,100424.5,36.94741,17.37103
146532,5956,2020,1,13,18,673,415,168.25,-13.75,99989.0,-1.907333,11.42046
146533,5956,2020,1,14,18,675,410,168.75,-12.5,99866.0,-11.51488,9.538054
146534,5956,2020,1,15,0,681,410,170.25,-12.5,99947.5,-4.499156,9.912587
146535,5956,2020,1,15,6,680,409,170.0,-12.25,99701.31,-25.7599,11.28124
146536,5956,2020,1,15,12,684,405,171.0,-11.25,99679.38,-27.81536,10.69949
146537,5956,2020,1,16,0,694,403,173.5,-10.75,99378.75,-54.01525,18.18972
146538,5956,2020,1,16,6,699,407,174.75,-11.75,99075.62,-80.39391,18.18769
146539,5956,2020,1,16,12,706,410,176.5,-12.5,99004.62,-86.33342,17.889
146540,5956,2020,1,16,18,710,413,177.5,-13.25,98654.19,-117.4183,20.06505
146541,5956,2020,1,17,0,714,419,178.5,-14.75,98419.44,-137.9543,19.97066
146542,5956,2020,1,17,6,719,421,179.75,-15.25,98240.25,-154.0949,21.23734
146543,5956,2020,1,17,12,724,428,181.0,-17.0,98193.12,-157.8574,22.2941
146544,5956,2020,1,17,18,730,431,182.5,-17.75,98050.25,-170.9763,23.38193
146545,5956,2020,1,18,0,735,437,183.75,-19.25,97878.62,-185.6249,23.27913
146546,5956,2020,1,18,6,741,441,185.25,-20.25,97804.38,-193.2435,22.57427
146547,5956,2020,1,18,12,748,445,187.0,-21.25,97791.25,-193.5541,23.60115
146548,5956,2020,1,18,18,755,453,188.75,-23.25,97669.94,-204.4526,24.23216
146549,5956,2020,1,19,0,762,462,190.5,-25.5,98013.06,-173.4598,22.46463
146550,5956,2020,1,19,6,767,471,191.75,-27.75,97832.25,-189.2262,21.50719
146551,5956,2020,1,19,12,777,479,194.25,-29.75,97871.62,-185.3911,24.29279
146552,5956,2020,1,19,18,787,492,196.75,-33.0,97806.56,-190.7424,22.5449
146553,5956,2020,1,20,0,796,504,199.0,-36.0,97518.25,-215.8623,20.97397
146554,5956,2020,1,20,6,806,514,201.5,-38.5,97605.25,-207.9911,20.29147
146555,5956,2020,1,20,12,816,522,204.0,-40.5,97676.19,-200.8277,20.26221
146556,5956,2020,1,21,0,799,507,199.75,-36.75,97737.44,-196.2414,20.61146
146557,5956,2020,1,21,12,815,517,203.75,-39.25,97440.19,-222.2845,20.30625
146558,5957,2020,1,22,0,171,428,42.75,-17.0,100054.1,5.009213,12.18846
146559,5957,2020,1,22,6,170,429,42.5,-17.25,100106.8,9.560133,15.18474
146560,5957,2020,1,22,12,175,430,43.75,-17.5,99885.38,-10.28469,10.76804
146561,5957,2020,1,22,18,176,428,44.0,-17.0,100146.2,12.64653,16.2321
146562,5957,2020,1,23,6,178,436,44.5,-19.0,100445.2,39.27712,8.466806
146563,5957,2020,1,23,18,205,434,51.25,-18.5,100330.4,28.14451,15.85328
146564,5957,2020,1,24,0,210,438,52.5,-19.5,99954.56,-4.364169,15.6152
146565,5957,2020,1,24,6,214,436,53.5,-19.0,100164.1,14.75296,17.41409
146566,5957,2020,1,24,12,221,436,55.25,-19.0,99940.44,-5.436894,18.12308
146567,5957,2020,1,24,18,228,438,57.0,-19.5,100059.9,4.549328,17.72627
146568,5957,2020,1,25,0,234,439,58.5,-19.75,99611.75,-33.62481,19.9661
146569,5957,2020,1,25,6,241,444,60.25,-21.0,99733.12,-24.30847,19.70868
146570,5957,2020,1,25,12,248,447,62.0,-21.75,99470.69,-46.27699,17.50466
146571,5957,2020,1,25,18,255,449,63.75,-22.25,99543.12,-40.51833,19.96554
146572,5957,2020,1,26,0,264,454,66.0,-23.5,98950.25,-90.33048,21.72173
146573,5957,2020,1,26,12,272,456,68.0,-24.0,99243.5,-66.60059,25.83163
146574,5957,2020,1,26,18,279,454,69.75,-23.5,99415.62,-51.01033,20.69506
146575,5957,2020,1,27,0,284,458,71.0,-24.5,99123.88,-76.33846,21.04838
146576,5957,2020,1,27,6,285,461,71.25,-25.25,99327.31,-58.64347,19.99808
146577,5957,2020,1,27,12,286,464,71.5,-26.0,99122.94,-76.08582,17.95406
146578,5957,2020,1,27,18,285,467,71.25,-26.75,99353.06,-56.32605,19.02605
146579,5957,2020,1,28,6,277,475,69.25,-28.75,99388.12,-53.07602,19.68974
146580,5957,2020,1,28,12,272,479,68.0,-29.75,99251.12,-65.56987,19.20192
146581,5957,2020,1,28,18,268,482,67.0,-30.5,99544.0,-39.5409,18.54382
146582,5957,2020,1,29,0,266,485,66.5,-31.25,99674.75,-28.23565,16.43039
146583,5957,2020,1,29,6,265,490,66.25,-32.5,99967.75,-2.641049,17.382
146584,5957,2020,1,29,12,263,496,65.75,-34.0,100019.8,1.019741,17.97956
146585,5957,2020,1,29,18,263,503,65.75,-35.75,100180.6,15.0084,18.09837
146586,5957,2020,1,30,0,263,511,65.75,-37.75,100035.8,2.542198,18.23689
146587,5957,2020,1,30,6,264,520,66.0,-40.0,100051.5,4.043949,18.1883
146588,5957,2020,1,30,12,268,530,67.0,-42.5,99876.94,-10.58007,18.15732
146589,5958,2020,1,22,12,221,438,55.25,-19.5,100201.4,18.02825,11.55805
146590,5958,2020,1,22,18,229,443,57.25,-20.75,100336.2,28.96916,12.01455
146591,5958,2020,1,23,0,234,443,58.5,-20.75,100010.4,0.5801637,13.38464
146592,5958,2020,1,23,6,238,445,59.5,-21.25,100270.4,23.8337,13.88216
146593,5958,2020,1,23,12,245,446,61.25,-21.5,100085.8,7.580753,11.85273
146594,5958,2020,1,23,18,253,448,63.25,-22.0,100317.9,27.86418,14.31834
146595,5958,2020,1,24,0,261,450,65.25,-22.5,100148.3,12.42992,14.16803
146596,5958,2020,1,24,6,268,451,67.0,-22.75,100255.3,22.09241,15.59436
146597,5958,2020,1,24,12,274,453,68.5,-23.25,100041.2,3.074828,15.60429
146598,5958,2020,1,24,18,280,455,70.0,-23.75,100224.9,19.9163,13.95833
146599,5958,2020,1,25,0,284,455,71.0,-23.75,100072.0,6.181511,14.50846
146600,5958,2020,1,25,6,290,458,72.5,-24.5,100161.4,13.59928,15.34373
146601,5958,2020,1,25,12,293,460,73.25,-25.0,99946.44,-4.916136,13.7044
146602,5958,2020,1,25,18,297,462,74.25,-25.5,100114.1,9.63457,14.3681
146603,5958,2020,1,26,0,301,466,75.25,-26.5,99840.5,-13.80144,14.55975
146604,5958,2020,1,26,6,303,471,75.75,-27.75,99896.06,-9.413599,16.25952
146605,5958,2020,1,26,12,272,456,68.0,-24.0,99243.5,-66.60059,25.83163
146606,5959,2020,1,24,12,762,418,190.5,-14.5,100402.9,35.08298,14.90668
146607,5959,2020,1,24,18,762,423,190.5,-15.75,100369.6,32.085,16.0494
146608,5959,2020,1,25,0,765,429,191.25,-17.25,100331.5,29.46133,15.6334
146609,5959,2020,1,25,6,768,435,192.0,-18.75,100412.6,36.28022,15.2493
146610,5959,2020,1,25,12,769,442,192.25,-20.5,100259.4,21.57469,16.19458
146611,5959,2020,1,25,18,769,445,192.25,-21.25,100243.9,21.53569,14.86234
146612,5959,2020,1,26,0,771,446,192.75,-21.5,100243.2,21.53241,13.88178
146613,5959,2020,1,26,6,773,448,193.25,-22.0,100278.8,24.5441,13.44749
146614,5959,2020,1,26,12,774,449,193.5,-22.25,100279.4,24.59462,12.96586
146615,5959,2020,1,26,18,776,450,194.0,-22.5,100321.6,28.27101,13.15952
146616,5960,2020,2,2,0,524,436,131.0,-19.0,100655.1,56.37304,8.115427
146617,5960,2020,2,2,18,517,428,129.25,-17.0,100384.8,32.51385,6.776253
146618,5960,2020,2,3,0,516,429,129.0,-17.25,100577.1,49.23721,8.080077
146619,5960,2020,2,3,18,510,426,127.5,-16.5,100223.6,18.62494,7.885446
146620,5960,2020,2,4,18,498,425,124.5,-16.25,100112.4,9.57626,14.13155
146621,5960,2020,2,5,0,494,427,123.5,-16.75,100220.8,19.54668,12.77561
146622,5960,2020,2,5,6,490,426,122.5,-16.5,99805.12,-17.50871,13.81815
146623,5960,2020,2,5,12,490,426,122.5,-16.5,99756.06,-22.56783,16.24101
146624,5960,2020,2,5,18,489,428,122.25,-17.0,99622.38,-33.04494,15.53556
146625,5960,2020,2,6,0,483,430,120.75,-17.5,99840.94,-14.18469,17.53911
146626,5960,2020,2,6,6,479,428,119.75,-17.0,99397.06,-52.89315,17.53204
146627,5960,2020,2,6,12,476,431,119.0,-17.75,99568.5,-37.96334,19.08287
146628,5960,2020,2,6,18,470,430,117.5,-17.5,99467.94,-46.7604,17.83822
146629,5960,2020,2,7,0,470,431,117.5,-17.75,99418.94,-51.53355,18.31812
146630,5960,2020,2,7,6,468,431,117.0,-17.75,99016.31,-85.75724,18.71437
146631,5960,2020,2,7,12,467,435,116.75,-18.75,98898.5,-96.05313,20.98262
146632,5960,2020,2,7,18,466,437,116.5,-19.25,98674.81,-114.8123,21.27896
146633,5960,2020,2,8,0,466,439,116.5,-19.75,98638.19,-120.289,23.12659
146634,5960,2020,2,8,6,467,443,116.75,-20.75,98499.69,-131.8107,22.85372
146635,5960,2020,2,8,12,467,446,116.75,-21.5,98552.88,-122.2995,20.79117
146636,5960,2020,2,8,18,468,448,117.0,-22.0,98722.25,-111.2381,17.25664
146637,5960,2020,2,9,0,469,451,117.25,-22.75,99142.56,-76.35982,16.82314
146638,5960,2020,2,9,6,471,454,117.75,-23.5,99194.75,-70.3559,13.83288
146639,5960,2020,2,9,12,471,455,117.75,-23.75,99381.88,-53.47342,14.58261
146640,5960,2020,2,9,18,471,456,117.75,-24.0,99473.88,-46.16662,14.59388
146641,5960,2020,2,10,0,472,460,118.0,-25.0,99790.12,-19.07214,12.99198
146642,5960,2020,2,10,6,473,461,118.25,-25.25,99874.75,-11.25605,11.63809
146643,5960,2020,2,10,12,474,464,118.5,-26.0,100239.6,21.66316,12.11545
146644,5961,2020,2,4,0,256,417,64.0,-14.25,100274.8,23.97605,13.42731
146645,5961,2020,2,4,6,259,418,64.75,-14.5,100335.9,30.07944,17.92119
146646,5961,2020,2,4,12,261,421,65.25,-15.25,100022.2,2.009867,17.2802
146647,5961,2020,2,4,18,265,422,66.25,-15.5,100280.7,24.5992,16.63773
146648,5961,2020,2,5,0,272,428,68.0,-17.0,99714.25,-24.46453,18.62504
146649,5961,2020,2,5,6,272,430,68.0,-17.5,99457.38,-48.0133,20.09581
146650,5961,2020,2,5,12,277,432,69.25,-18.0,100005.8,-0.1035047,18.39254
146651,5961,2020,2,5,18,279,432,69.75,-18.0,100001.9,-0.1575839,18.47256
146652,5961,2020,2,6,0,283,433,70.75,-18.25,99966.69,-3.201005,16.45052
146653,5961,2020,2,6,6,286,436,71.5,-19.0,100153.6,13.54416,19.34773
146654,5961,2020,2,6,12,287,439,71.75,-19.75,99897.38,-8.834904,19.26251
146655,5961,2020,2,7,0,284,441,71.0,-20.25,100136.4,11.88387,18.39839
146656,5962,2020,2,6,0,626,183,156.5,44.25,97487.94,-208.5527,28.96959
146657,5962,2020,2,6,6,636,177,159.0,45.75,96665.06,-272.9619,24.34549
146658,5962,2020,2,6,12,640,175,160.0,46.25,96206.88,-310.9373,23.63529
146659,5962,2020,2,6,18,648,173,162.0,46.75,96098.56,-319.3904,23.71584
146660,5962,2020,2,7,0,655,170,163.75,47.5,96355.81,-299.1763,23.43041
146661,5962,2020,2,7,6,659,169,164.75,47.75,96415.81,-294.1925,21.5441
146662,5962,2020,2,7,12,665,167,166.25,48.25,96616.75,-276.3539,18.65535
146663,5962,2020,2,7,18,669,166,167.25,48.5,96862.31,-255.587,15.9493
146664,5962,2020,2,8,0,670,165,167.5,48.75,97444.19,-207.8017,17.20834
146665,5962,2020,2,8,6,673,165,168.25,48.75,97834.19,-175.9238,18.24887
146666,5962,2020,2,8,12,677,164,169.25,49.0,98416.62,-128.0844,17.3262
146667,5963,2020,2,7,12,655,413,163.75,-13.25,100455.0,40.40201,9.63407
146668,5963,2020,2,7,18,654,416,163.5,-14.0,100121.1,10.64642,10.88841
146669,5963,2020,2,8,0,654,415,163.5,-13.75,100182.9,16.1534,10.42796
146670,5963,2020,2,8,6,654,416,163.5,-14.0,99843.69,-13.61493,9.890105
146671,5963,2020,2,8,12,655,416,163.75,-14.0,99989.88,-0.9946801,12.09987
146672,5963,2020,2,8,18,657,420,164.25,-15.0,99477.25,-44.82631,16.04779
146673,5963,2020,2,9,0,653,419,163.25,-14.75,99746.31,-21.97654,14.48263
146674,5963,2020,2,9,6,654,419,163.5,-14.75,99493.5,-43.89056,13.91242
146675,5963,2020,2,9,12,655,423,163.75,-15.75,99717.88,-24.42143,16.46431
146676,5963,2020,2,9,18,652,426,163.0,-16.5,99392.88,-52.95816,17.37338
146677,5963,2020,2,10,0,652,427,163.0,-16.75,99486.88,-44.74747,18.66702
146678,5963,2020,2,10,6,651,428,162.75,-17.0,99076.0,-80.15258,18.21889
146679,5963,2020,2,10,12,651,432,162.75,-18.0,99249.12,-66.01522,19.80497
146680,5963,2020,2,10,18,650,434,162.5,-18.5,98727.56,-110.6452,21.42829
146681,5963,2020,2,11,0,650,435,162.5,-18.75,98165.12,-161.2967,22.08028
146682,5963,2020,2,11,6,650,438,162.5,-19.5,97881.94,-185.734,22.47315
146683,5963,2020,2,11,12,651,442,162.75,-20.5,98534.88,-129.8289,22.44457
146684,5963,2020,2,11,18,651,447,162.75,-21.75,98068.94,-169.0497,24.26623
146685,5963,2020,2,12,0,648,450,162.0,-22.5,97974.12,-179.7393,22.79179
146686,5963,2020,2,12,6,649,453,162.25,-23.25,98077.56,-169.5644,22.43303
146687,5963,2020,2,12,12,649,459,162.25,-24.75,97885.38,-187.4336,26.03222
146688,5963,2020,2,12,18,646,465,161.5,-26.25,97268.19,-240.4165,25.88767
146689,5963,2020,2,13,0,643,469,160.75,-27.25,97943.5,-180.9162,24.97074
146690,5963,2020,2,13,6,641,476,160.25,-29.0,97712.38,-201.6113,25.53736
146691,5963,2020,2,13,12,639,481,159.75,-30.25,97998.19,-174.337,24.27523
146692,5963,2020,2,13,18,638,486,159.5,-31.5,97951.38,-180.1255,23.12868
146693,5963,2020,2,14,0,635,491,158.75,-32.75,98160.56,-159.5693,20.90917
146694,5963,2020,2,14,6,634,495,158.5,-33.75,97983.5,-176.4438,20.59553
146695,5963,2020,2,14,12,635,499,158.75,-34.75,98107.19,-164.9174,21.69258
146696,5963,2020,2,14,18,636,504,159.0,-36.0,98056.06,-169.1609,20.69484
146697,5963,2020,2,15,0,638,510,159.5,-37.5,98207.94,-155.554,21.23428
146698,5963,2020,2,15,6,641,516,160.25,-39.0,98009.75,-173.1615,20.52508
146699,5963,2020,2,15,12,645,523,161.25,-40.75,97936.19,-179.0842,20.43321
146700,5963,2020,2,15,18,650,529,162.5,-42.25,97818.94,-188.3939,20.82664
146701,5963,2020,2,16,0,656,537,164.0,-44.25,98044.75,-168.5011,21.06933
146702,5963,2020,2,16,6,659,541,164.75,-45.25,98246.75,-152.022,20.909
146703,5963,2020,2,16,12,659,543,164.75,-45.75,99205.38,-69.04307,20.05282
146704,5963,2020,2,16,18,656,546,164.0,-46.5,99738.56,-22.3154,17.84307
146705,5964,2020,2,13,12,295,418,73.75,-14.5,100644.2,56.98307,12.50223
146706,5964,2020,2,13,18,299,415,74.75,-13.75,100675.9,59.57887,12.04485
146707,5964,2020,2,14,0,300,417,75.0,-14.25,100325.6,28.83537,13.42
146708,5964,2020,2,14,6,298,417,74.5,-14.25,100407.2,35.99245,13.24515
146709,5964,2020,2,14,12,300,418,75.0,-14.5,100047.7,4.221219,13.33662
146710,5964,2020,2,14,18,299,420,74.75,-15.0,100161.3,14.14692,14.81781
146711,5964,2020,2,15,0,299,423,74.75,-15.75,99711.44,-25.661,14.16564
146712,5964,2020,2,15,6,297,425,74.25,-16.25,99637.75,-31.34198,16.10056
146713,5964,2020,2,15,12,296,428,74.0,-17.0,99637.94,-30.71523,16.13526
146714,5964,2020,2,15,18,296,430,74.0,-17.5,99835.69,-14.41331,16.10325
146715,5964,2020,2,16,0,297,434,74.25,-18.5,99473.25,-45.84568,18.54644
146716,5964,2020,2,16,6,298,437,74.5,-19.25,99541.0,-38.61732,19.70951
146717,5964,2020,2,16,12,298,438,74.5,-19.5,99495.62,-43.91565,18.1129
146718,5964,2020,2,16,18,299,440,74.75,-20.0,99732.81,-23.61509,17.42952
146719,5964,2020,2,17,0,301,441,75.25,-20.25,99728.94,-24.00811,16.32
146720,5964,2020,2,17,6,300,441,75.0,-20.25,99945.19,-5.210747,16.53362
146721,5964,2020,2,17,12,301,440,75.25,-20.0,99918.0,-7.569653,13.86033
146722,5964,2020,2,17,18,301,441,75.25,-20.25,100214.8,18.65921,13.18156
146723,5964,2020,2,18,0,302,442,75.5,-20.5,100006.9,0.3089959,13.02101
146724,5965,2020,2,19,12,756,418,189.0,-14.5,100290.8,25.74581,15.82723
146725,5965,2020,2,19,18,759,421,189.75,-15.25,100281.9,24.91001,14.98969
146726,5965,2020,2,20,0,761,424,190.25,-16.0,100305.8,26.65329,13.36758
146727,5965,2020,2,20,12,752,414,188.0,-13.5,100486.8,42.16963,14.16402
146728,5965,2020,2,20,18,757,419,189.25,-14.75,100353.1,32.54181,14.57761
146729,5965,2020,2,21,0,760,422,190.0,-15.5,100369.4,31.12395,15.2893
146730,5965,2020,2,21,6,762,427,190.5,-16.75,100432.4,38.15445,13.16623
146731,5965,2020,2,21,18,764,433,191.0,-18.25,100537.8,47.38811,13.65345
146732,5965,2020,2,22,6,766,443,191.5,-20.75,100485.4,42.87477,13.63016
146733,5965,2020,2,22,12,767,446,191.75,-21.5,100566.2,50.7048,13.49076
146734,5966,2020,2,21,0,554,415,138.5,-13.75,100631.1,55.7162,9.659428
146735,5966,2020,2,21,18,558,416,139.5,-14.0,100304.1,26.97527,11.65052
146736,5966,2020,2,22,0,553,416,138.25,-14.0,100504.9,44.88285,11.8511
146737,5966,2020,2,22,6,553,412,138.25,-13.0,100118.6,10.57355,10.66432
146738,5966,2020,2,22,12,555,413,138.75,-13.25,100309.2,27.65434,9.323866
146739,5966,2020,2,22,18,555,416,138.75,-14.0,100006.9,0.337367,11.7942
146740,5966,2020,2,23,0,558,418,139.5,-14.5,100182.6,16.44664,13.77328
146741,5966,2020,2,23,6,556,419,139.0,-14.75,99765.25,-20.12923,13.91499
146742,5966,2020,2,23,12,557,422,139.25,-15.5,99789.88,-18.34258,15.11977
146743,5966,2020,2,23,18,557,426,139.25,-16.5,99243.31,-65.67614,18.02724
146744,5966,2020,2,24,0,554,427,138.5,-16.75,99264.62,-65.52622,17.35835
146745,5966,2020,2,24,6,551,427,137.75,-16.75,98755.88,-107.7973,20.40713
146746,5966,2020,2,24,12,549,428,137.25,-17.0,99181.0,-69.15951,18.55645
146747,5966,2020,2,24,18,544,428,136.0,-17.0,98933.12,-91.80921,17.18155
146748,5966,2020,2,25,0,543,428,135.75,-17.0,99389.25,-52.8721,15.17482
146749,5966,2020,2,25,6,540,429,135.0,-17.25,99387.19,-52.29793,12.52863
146750,5966,2020,2,25,12,538,428,134.5,-17.0,99657.44,-29.33841,11.59975
146751,5966,2020,2,25,18,534,428,133.5,-17.0,99508.62,-42.64564,11.914
146752,5966,2020,2,26,0,532,426,133.0,-16.5,99760.0,-20.73593,11.96846
146753,5966,2020,2,26,6,530,426,132.5,-16.5,99565.5,-37.40349,12.88582
146754,5966,2020,2,26,12,527,425,131.75,-16.25,99657.81,-30.15893,14.09
146755,5966,2020,2,26,18,524,423,131.0,-15.75,99447.06,-48.85343,13.95268
146756,5966,2020,2,27,0,522,423,130.5,-15.75,99694.38,-26.78285,13.88553
146757,5966,2020,2,27,6,520,422,130.0,-15.5,99468.25,-46.7205,14.01518
146758,5966,2020,2,27,12,518,420,129.5,-15.0,99707.62,-26.13285,14.51999
146759,5966,2020,2,27,18,516,420,129.0,-15.0,99496.62,-43.95041,13.95293
146760,5966,2020,2,28,0,512,421,128.0,-15.25,99681.0,-27.63074,13.24629
146761,5966,2020,2,28,6,507,421,126.75,-15.25,99610.75,-34.11488,13.16288
146762,5966,2020,2,28,12,501,420,125.25,-15.0,99869.31,-11.3004,13.25553
146763,5966,2020,2,28,18,500,421,125.0,-15.25,99573.19,-37.79827,15.04847
146764,5966,2020,2,29,0,497,424,124.25,-16.0,99722.12,-24.61923,15.56013
146765,5966,2020,2,29,6,495,428,123.75,-17.0,99317.69,-59.34911,15.81075
146766,5966,2020,2,29,12,495,429,123.75,-17.25,99409.94,-50.90269,16.67729
146767,5966,2020,2,29,18,493,432,123.25,-18.0,98971.12,-90.05757,18.10242
146768,5966,2020,3,1,0,496,433,124.0,-18.25,99118.94,-77.19522,17.09262
146769,5966,2020,3,1,6,496,435,124.0,-18.75,98820.88,-103.258,15.63262
146770,5966,2020,3,1,12,500,435,125.0,-18.75,99201.5,-70.3117,14.23957
146771,5966,2020,3,1,18,503,435,125.75,-18.75,99071.62,-80.7658,14.39764
146772,5966,2020,3,2,0,507,436,126.75,-19.0,99539.0,-40.30224,14.05229
146773,5966,2020,3,2,6,511,436,127.75,-19.0,99376.62,-54.3941,13.94098
146774,5966,2020,3,2,12,514,436,128.5,-19.0,99771.06,-19.52202,13.28492
146775,5966,2020,3,2,18,517,435,129.25,-18.75,99781.0,-18.73713,11.18323
146776,5966,2020,3,3,0,520,438,130.0,-19.5,100132.2,11.43857,11.4353
146777,5966,2020,3,3,6,521,437,130.25,-19.25,99900.0,-8.543155,10.97385
146778,5967,2020,2,23,0,478,409,119.5,-12.25,100660.6,58.54654,10.97373
146779,5967,2020,2,23,6,475,408,118.75,-12.0,100473.0,41.79737,11.83228
146780,5967,2020,2,23,12,474,412,118.5,-13.0,100507.2,44.76904,11.46785
146781,5967,2020,2,23,18,475,413,118.75,-13.25,100384.6,33.7632,13.37178
146782,5967,2020,2,24,0,473,416,118.25,-14.0,100342.2,29.70823,14.64091
146783,5967,2020,2,24,6,472,417,118.0,-14.25,100182.2,15.71183,14.9103
146784,5967,2020,2,24,12,471,419,117.75,-14.75,100245.0,21.83182,12.81296
